index,year,month,day,content,likecount,nickname,user_id
1,2019,11,27,轻愁之人，每多寡恩,1,追风筝的星大人,359279350
2,2019,11,27,和我初中时的校友名字一样!😂,0,destination抹香鲸鱼,1835793772
3,2019,11,27,不知道为什么 此刻关于高以翔 突然想到这首歌,0,刘-不住,124926567
4,2019,11,25,很多年前我们去听孙燕姿演唱会200块的看台票。你发了一条朋友圈激励我减肥。@清高纠结君 ,0,小丸子最爱吃樱桃,258478294
5,2019,11,22,私房心水歌[可爱],0,蒋闻斌,355158098
6,2019,11,21,岁月神偷，无人能幸免,0,天涯木桩,318254408
7,2019,11,20,总有歌声帮我们留住永恒,0,吴珊珊Allen,18379897
8,2019,11,19,如果可以，我愿意拿以后的十年来换回之前被我浪费的那五年，十年不够的话，十五年也可以！,0,蒙奇-D-LIU,34552086
9,2019,11,19,回忆很美，未来很慢,0,HHHHHoney__,603020746
10,2019,11,19,爱恋不过是一场高烧，思念是紧跟着都好不了的咳。,0,HHHHHoney__,603020746
11,2019,11,18,哈哈哈哈 哦嘿哟,0,KThxBye,46577327
12,2019,11,16,2019年11月16日打卡。时光小偷偷走了时间，我的26好像和我的20一样清淡迷茫。,1,gloriousstone,113466629
13,2019,11,13,好累阿,0,saquragi,355270524
14,2019,11,8,泪滴”不是“泪雨滴”！,1,苑子潯的小号,1548957065
15,2019,11,1,2011年，大学毕业，可不变的还是爱燕姿,1,错生不错过,422192437
16,2019,11,1,肯定是假的哇，哈哈,0,错生不错过,422192437
17,2019,10,31,热闹后的孤单，让人更加珍惜了解平凡,2,11_23,377611718
18,2019,10,28,人要学会 停止流浪,0,O_oHULLO,343829645
19,2019,10,25,"""让人更加了解珍惜平凡""那个尾音处理，是燕姿独有的燕姿特色",1,迷幻shinee,400625173
20,2019,10,23,时光流逝，你没有感知，你开始回忆，没有很多的快乐，你却说时光小偷,0,舍末逐本,16791818
21,2019,10,23,泪滴在琴上 所以我有了歌能唱,1,桃妹不秃头,134581702
22,2019,10,18,给自己的歌,0,DDDDoitnow,384999443
23,2019,10,15,但你姐依旧魅力不减！哈哈,0,TammyLa,355218429
24,2019,10,12,"雁南鴻。
鴻雁南飛。",0,朝雾今天做人了嘛,1466133380
25,2019,10,11,打卡,0,李大河啊,1649859422
26,2019,10,9,“我冷眼向过去稍稍回顾，只见它曲折灌溉的悲喜，都消失在一片亘古的荒漠，这才知道我全部的努力，不过完成了普通的生活。”,2,羽生博懿,535080241
27,2019,10,8,泪滴在琴上，所以我有了歌能唱,0,BunnyRabbit-,505697582
28,2019,10,8,"刚喜欢上姿妈的时候，我最喜欢的是是时候，如今6年过去了，克卜勒跳舞的樊谷都出来了，我最喜欢的还是是时候。
这么多年我还是没有丝毫长进啊。",1,8楼永远爱3楼,80342819
29,2019,10,8,回忆很美 未来很慢,0,XQ0823,489797899
30,2019,10,6,还有一个月，加油,0,AL7和SM4出了才改名,302557474
31,2019,10,3,人要学会停止流浪,0,姑苏客st,79800447
32,2019,10,3,永远年轻😄,0,略略略不够,1745232936
33,2019,10,2,悠扬婉转 我姿的声线太迷人了,0,驿站小憩,2897791
34,2019,9,29,今天的日推，找到了曾经的单曲循环，旋律还是一样，但是人已经不同了,0,Mr烤乳猪,277969805
35,2019,9,27,时光像小偷，你的音乐却留住了我的青春[憨笑],0,淡氺河邊,1860116349
36,2019,9,25,[西西心动]女神……,0,96小锟,575504691
37,2019,9,22,不管是谁，都走啊！,0,云里雾里0117,2889935
38,2019,9,22,是你的不需要偷了，是你的跑也跑不掉了！,0,云里雾里0117,2889935
39,2019,9,19,回头来看，十三姐确实是成长性歌手,4,Fiy汗,313502181
40,2019,9,18,好累呀,0,靳四光,124376307
41,2019,9,17,加油,0,荣荣190917,1969872442
42,2019,9,15,俺也一样,0,Mutter大宝贝,122084423
43,2019,9,14,回忆很美 未来很慢。,0,也不是猪只打呼,355734135
44,2019,9,12,曾经循环过无数次,1,羊小懒,45237899
45,2019,9,12,人要学会 停止流浪,1,QLILIn,452076357
46,2019,9,10,你的歌可不可以陪我走一个又一个十年,2,Ariel_0Qw0,508091152
47,2019,9,8,初中的时候很喜欢听着阿姿的歌写作业 我现在在干嘛呢 在听着这首歌看考编的书  ,2,她养的黑猫笑起来像哭--,342166695
48,2019,9,7,啊啊啊啊啊啊啊啊啊啊啊啊啊这首怎么这么好听啊啊啊啊啊啊,1,也不是猪只打呼,355734135
49,2019,9,4,好几年没听了，这也太好听了吧[亲][流泪],2,小兔几州,418717965
50,2019,9,3,你啊你zlw[多多难过],0,只是_爱过你,601784302
51,2019,8,31,好久没听这首歌了，也太好听了吧啊！！！,1,Yepmeng,30598637
52,2019,8,31,好像真的是诶[钟情],0,EileenLeee,33800837
53,2019,8,28,我知道 爱也甜也酸,0,桃子桃子-大桃子,1414672943
54,2019,8,28,1.52秒之后的主歌伴奏里面有天黑黑,2,Wilreams,366115209
55,2019,8,26,泪雨滴在琴上 所以我有了歌能唱，回忆很美 未来很慢，我的故事 因此写到一半。,1,霉头霉脑云散月现自在飞花slay,42294326
56,2019,8,24,现在好几年过去了回来看到什么感觉,0,仅有不多的才华你让我用来取名字,1385573071
57,2019,8,22,好久没听这个歌了。,0,纸飞机飞啊飞啊飞,399806435
58,2019,8,14,能用拥抱解决的，就别让时光偷走了岁月,1,我怀念的是你吖,1682464037
59,2019,8,14,爱，也甜也酸……,0,文二口丁是个人,41385138
60,2019,8,13,秃然想听[大笑]，还能活多久呢？,0,sunny小卜,275052719
61,2019,8,11,一听就知道是孙燕姿[色],1,兔子精分,505700179
62,2019,8,8,怎么每首歌都那么好听,4,waddles89,498983817
63,2019,8,8,我差点看哭👀,0,霉头霉脑云散月现自在飞花slay,42294326
64,2019,8,8,哈哈哈哈哈(ಡωಡ)hiahiahia,0,霉头霉脑云散月现自在飞花slay,42294326
65,2019,8,8,燕美，你真可爱。,0,霉头霉脑云散月现自在飞花slay,42294326
66,2019,8,8,一个人走了那么久，不敢回头望，也不敢抬头看，只是低着头，紧盯着脚尖，在成长的路上沉默的跌跌撞撞。,2,F0GGY,247650837
